enzyCUI,drugNAME,drugCUI
C0057223,Cocaine,C0202362
C3887685,Cocaine,C0009170
C3887685,Cocaine,C0202362
C1142644,Cocaine,C0009170
C1142644,Cocaine,C0202362
C3714798,Cocaine,C0009170
C3714798,Cocaine,C0202362
C0008429,Cocaine,C0009170
C0008429,Cocaine,C0202362
C0202207,Cocaine,C0009170
C0202207,Cocaine,C0202362
C0364230,Cocaine,C0009170
C0364230,Cocaine,C0202362
C0728810,Cocaine,C0009170
C0728810,Cocaine,C0202362
C4082696,Cocaine,C0009170
C4082696,Cocaine,C0202362
C0897385,Cocaine,C0009170
C0897385,Cocaine,C0202362
C0057223,Phenformin,C0031404
C3887685,Phenformin,C0031404
C0057223,Almotriptan,C0914729
C3887685,Almotriptan,C0914729
C1142644,Almotriptan,C0914729
C3714798,Almotriptan,C0914729
C0010763,Almotriptan,C0914729
C3887686,Almotriptan,C0914729
C0960580,Almotriptan,C0914729
C0897385,Almotriptan,C0914729
C1414645,Almotriptan,C0914729
C0057223,Buprenorphine,C0006405
C0057223,Buprenorphine,C0524040
C3887685,Buprenorphine,C0006405
C3887685,Buprenorphine,C0524040
C0608437,Buprenorphine,C0006405
C0608437,Buprenorphine,C0524040
C1142644,Buprenorphine,C0006405
C1142644,Buprenorphine,C0524040
C3714798,Buprenorphine,C0006405
C3714798,Buprenorphine,C0524040
C0960580,Buprenorphine,C0006405
C0960580,Buprenorphine,C0524040
C0535996,Buprenorphine,C0006405
C0535996,Buprenorphine,C0524040
C3714750,Buprenorphine,C0006405
C3714750,Buprenorphine,C0524040
C0897385,Buprenorphine,C0006405
C0897385,Buprenorphine,C0524040
C0533212,Buprenorphine,C0006405
C0533212,Buprenorphine,C0524040
C0218171,Buprenorphine,C0006405
C0218171,Buprenorphine,C0524040
C0057223,Tipranavir,C0663733
C0057223,Tipranavir,C1647452
C0057223,Tipranavir,C2734915
C3887685,Tipranavir,C0663733
C3887685,Tipranavir,C1647452
C3887685,Tipranavir,C2734915
C1142644,Tipranavir,C0663733
C1142644,Tipranavir,C1647452
C1142644,Tipranavir,C2734915
C3714798,Tipranavir,C0663733
C3714798,Tipranavir,C1647452
C3714798,Tipranavir,C2734915
C0960580,Tipranavir,C0663733
C0960580,Tipranavir,C1647452
C0960580,Tipranavir,C2734915
C0057223,Mesoridazine,C0025497
C3887685,Mesoridazine,C0025497
C0057223,Rizatriptan,C0297635
C3887685,Rizatriptan,C0297635
C0057223,Hydrocodone,C0020264
C3887685,Hydrocodone,C0020264
C1142644,Hydrocodone,C0020264
C3714798,Hydrocodone,C0020264
C0960580,Hydrocodone,C0020264
C0534137,Hydrocodone,C0020264
C1828468,Hydrocodone,C0020264
C0057223,Pindolol,C0031937
C3887685,Pindolol,C0031937
C0038769,Pindolol,C0031937
C0057223,Formoterol,C0060657
C0057223,Formoterol,C0771469
C3887685,Formoterol,C0060657
C3887685,Formoterol,C0771469
C0608437,Formoterol,C0060657
C0608437,Formoterol,C0771469
C0960580,Formoterol,C0060657
C0960580,Formoterol,C0771469
C3884187,Formoterol,C0060657
C3884187,Formoterol,C0771469
C0963309,Formoterol,C0060657
C0963309,Formoterol,C0771469
C0057223,Doxorubicin,C0013089
C3887685,Doxorubicin,C0013089
C1142644,Doxorubicin,C0013089
C3714798,Doxorubicin,C0013089
C0026237,Doxorubicin,C0013089
C0887941,Doxorubicin,C0013089
C1450093,Doxorubicin,C0013089
C0534137,Doxorubicin,C0013089
C1828468,Doxorubicin,C0013089
C0002003,Doxorubicin,C0013089
C4319772,Doxorubicin,C0013089
C4319711,Doxorubicin,C0013089
C0132555,Doxorubicin,C0013089
C0006104,Doxorubicin,C0013089
C0057223,Felodipine,C0015772
C3887685,Felodipine,C0015772
C0608437,Felodipine,C0015772
C1142644,Felodipine,C0015772
C3714798,Felodipine,C0015772
C0535996,Felodipine,C0015772
C3714750,Felodipine,C0015772
C0897385,Felodipine,C0015772
C0533212,Felodipine,C0015772
C0057223,Procainamide,C0033216
C0057223,Procainamide,C0202457
C3887685,Procainamide,C0033216
C3887685,Procainamide,C0202457
C0008429,Procainamide,C0033216
C0008429,Procainamide,C0202457
C0202207,Procainamide,C0033216
C0202207,Procainamide,C0202457
C0364230,Procainamide,C0033216
C0364230,Procainamide,C0202457
C0728810,Procainamide,C0033216
C0728810,Procainamide,C0202457
C4082696,Procainamide,C0033216
C4082696,Procainamide,C0202457
C0057223,Tolterodine,C0388753
C3887685,Tolterodine,C0388753
C0608437,Tolterodine,C0388753
C1142644,Tolterodine,C0388753
C3714798,Tolterodine,C0388753
C0960580,Tolterodine,C0388753
C0057223,Oxybutynin,C0069805
C3887685,Oxybutynin,C0069805
C1142644,Oxybutynin,C0069805
C3714798,Oxybutynin,C0069805
C0535996,Oxybutynin,C0069805
C3714750,Oxybutynin,C0069805
C0897385,Oxybutynin,C0069805
C0057223,Promethazine,C0033405
C3887685,Promethazine,C0033405
C0608437,Promethazine,C0033405
C0534137,Promethazine,C0033405
C1828468,Promethazine,C0033405
C0057223,Mequitazine,C0065972
C3887685,Mequitazine,C0065972
C1142644,Mequitazine,C0065972
C3714798,Mequitazine,C0065972
C0057223,Perhexiline,C0031013
C3887685,Perhexiline,C0031013
C1142644,Perhexiline,C0031013
C3714798,Perhexiline,C0031013
C0534137,Perhexiline,C0031013
C1828468,Perhexiline,C0031013
C0057223,Diphenhydramine,C0012522
C3887685,Diphenhydramine,C0012522
C0608437,Diphenhydramine,C0012522
C0960580,Diphenhydramine,C0012522
C0057223,Atorvastatin,C0286651
C3887685,Atorvastatin,C0286651
C0608437,Atorvastatin,C0286651
C1142644,Atorvastatin,C0286651
C3714798,Atorvastatin,C0286651
C0960580,Atorvastatin,C0286651
C0535996,Atorvastatin,C0286651
C3714750,Atorvastatin,C0286651
C0897385,Atorvastatin,C0286651
C0534137,Atorvastatin,C0286651
C1828468,Atorvastatin,C0286651
C0533212,Atorvastatin,C0286651
C0057223,Dimethyl sulfoxide,C0012403
C3887685,Dimethyl sulfoxide,C0012403
C1142644,Dimethyl sulfoxide,C0012403
C3714798,Dimethyl sulfoxide,C0012403
C0960580,Dimethyl sulfoxide,C0012403
C0057223,Fluvastatin,C0082608
C3887685,Fluvastatin,C0082608
C0608437,Fluvastatin,C0082608
C1142644,Fluvastatin,C0082608
C3714798,Fluvastatin,C0082608
C0960580,Fluvastatin,C0082608
C0535996,Fluvastatin,C0082608
C3714750,Fluvastatin,C0082608
C0059735,Fluvastatin,C0082608
C3252639,Fluvastatin,C0082608
C0897385,Fluvastatin,C0082608
C0534137,Fluvastatin,C0082608
C1828468,Fluvastatin,C0082608
C0057223,Oxamniquine,C0029994
C3887685,Oxamniquine,C0029994
C0057223,Sertraline,C0074393
C3887685,Sertraline,C0074393
C0608437,Sertraline,C0074393
C1142644,Sertraline,C0074393
C3714798,Sertraline,C0074393
C0010763,Sertraline,C0074393
C3887686,Sertraline,C0074393
C0960580,Sertraline,C0074393
C0534137,Sertraline,C0074393
C1828468,Sertraline,C0074393
C0057223,Miconazole,C0025942
C3887685,Miconazole,C0025942
C0608437,Miconazole,C0025942
C1142644,Miconazole,C0025942
C3714798,Miconazole,C0025942
C0010763,Miconazole,C0025942
C3887686,Miconazole,C0025942
C0960580,Miconazole,C0025942
C0026237,Miconazole,C0025942
C0887941,Miconazole,C0025942
C0897385,Miconazole,C0025942
C3884187,Miconazole,C0025942
C0534137,Miconazole,C0025942
C1828468,Miconazole,C0025942
C3254086,Miconazole,C0025942
C0038296,Miconazole,C0025942
C0057223,Chlorpheniramine,C0008281
C3887685,Chlorpheniramine,C0008281
C1142644,Chlorpheniramine,C0008281
C3714798,Chlorpheniramine,C0008281
C0535996,Chlorpheniramine,C0008281
C3714750,Chlorpheniramine,C0008281
C0533212,Chlorpheniramine,C0008281
C0057223,Bicalutamide,C0285590
C3887685,Bicalutamide,C0285590
C0608437,Bicalutamide,C0285590
C1142644,Bicalutamide,C0285590
C3714798,Bicalutamide,C0285590
C0960580,Bicalutamide,C0285590
C0057223,Proguanil,C0008241
C3887685,Proguanil,C0008241
C0608437,Proguanil,C0008241
C0960580,Proguanil,C0008241
C0057223,Nefazodone,C0068485
C3887685,Nefazodone,C0068485
C1142644,Nefazodone,C0068485
C3714798,Nefazodone,C0068485
C0057223,Bupropion,C0085208
C0057223,Bupropion,C0484898
C3887685,Bupropion,C0085208
C3887685,Bupropion,C0484898
C0608437,Bupropion,C0085208
C0608437,Bupropion,C0484898
C0010763,Bupropion,C0085208
C0010763,Bupropion,C0484898
C3887686,Bupropion,C0085208
C3887686,Bupropion,C0484898
C0534137,Bupropion,C0085208
C0534137,Bupropion,C0484898
C1828468,Bupropion,C0085208
C1828468,Bupropion,C0484898
C0057223,Moclobemide,C0066673
C3887685,Moclobemide,C0066673
C0608437,Moclobemide,C0066673
C0960580,Moclobemide,C0066673
C0057223,Escitalopram,C1099456
C0057223,Escitalopram,C1316867
C3887685,Escitalopram,C1099456
C3887685,Escitalopram,C1316867
C1142644,Escitalopram,C1099456
C1142644,Escitalopram,C1316867
C3714798,Escitalopram,C1099456
C3714798,Escitalopram,C1316867
C0960580,Escitalopram,C1099456
C0960580,Escitalopram,C1316867
C0051124,Escitalopram,C1099456
C0051124,Escitalopram,C1316867
C0057223,Idarubicin,C0020789
C3887685,Idarubicin,C0020789
C0608437,Idarubicin,C0020789
C0057223,Oxymorphone,C0030073
C3887685,Oxymorphone,C0030073
C1142644,Oxymorphone,C0030073
C3714798,Oxymorphone,C0030073
C0057223,Acebutolol,C0000946
C3887685,Acebutolol,C0000946
C0057223,Lomustine,C0023972
C3887685,Lomustine,C0023972
C1142644,Lomustine,C0023972
C3714798,Lomustine,C0023972
C0057223,Levobunolol,C0006388
C3887685,Levobunolol,C0006388
C0057223,Metipranolol,C0041030
C3887685,Metipranolol,C0041030
C0057223,Halofantrine,C0120726
C3887685,Halofantrine,C0120726
C1142644,Halofantrine,C0120726
C3714798,Halofantrine,C0120726
C0535996,Halofantrine,C0120726
C3714750,Halofantrine,C0120726
C0897385,Halofantrine,C0120726
C0057223,Quetiapine,C0123091
C3887685,Quetiapine,C0123091
C1142644,Quetiapine,C0123091
C3714798,Quetiapine,C0123091
C0960580,Quetiapine,C0123091
C0535996,Quetiapine,C0123091
C3714750,Quetiapine,C0123091
C0533212,Quetiapine,C0123091
C0057223,Encainide,C0085251
C3887685,Encainide,C0085251
C0057223,Saquinavir,C0286738
C0057223,Saquinavir,C0879643
C0057223,Saquinavir,C1114181
C3887685,Saquinavir,C0286738
C3887685,Saquinavir,C0879643
C3887685,Saquinavir,C1114181
C1142644,Saquinavir,C0286738
C1142644,Saquinavir,C0879643
C1142644,Saquinavir,C1114181
C3714798,Saquinavir,C0286738
C3714798,Saquinavir,C0879643
C3714798,Saquinavir,C1114181
C0535996,Saquinavir,C0286738
C0535996,Saquinavir,C0879643
C0535996,Saquinavir,C1114181
C3714750,Saquinavir,C0286738
C3714750,Saquinavir,C0879643
C3714750,Saquinavir,C1114181
C0897385,Saquinavir,C0286738
C0897385,Saquinavir,C0879643
C0897385,Saquinavir,C1114181
C0533212,Saquinavir,C0286738
C0533212,Saquinavir,C0879643
C0533212,Saquinavir,C1114181
C0057223,Aripiprazole,C0299792
C3887685,Aripiprazole,C0299792
C1142644,Aripiprazole,C0299792
C3714798,Aripiprazole,C0299792
C0535996,Aripiprazole,C0299792
C3714750,Aripiprazole,C0299792
C0533212,Aripiprazole,C0299792
C0057223,Bepridil,C0005116
C3887685,Bepridil,C0005116
C1142644,Bepridil,C0005116
C3714798,Bepridil,C0005116
C0057223,Darunavir,C1435444
C0057223,Darunavir,C2736373
C3887685,Darunavir,C1435444
C3887685,Darunavir,C2736373
C1142644,Darunavir,C1435444
C1142644,Darunavir,C2736373
C3714798,Darunavir,C1435444
C3714798,Darunavir,C2736373
C0057223,Paliperidone,C0753678
C3887685,Paliperidone,C0753678
C1142644,Paliperidone,C0753678
C3714798,Paliperidone,C0753678
C0535996,Paliperidone,C0753678
C3714750,Paliperidone,C0753678
C0057223,Arformoterol,C0969589
C3887685,Arformoterol,C0969589
C0608437,Arformoterol,C0969589
C0960580,Arformoterol,C0969589
C3884187,Arformoterol,C0969589
C0057223,Bevantolol,C0053532
C3887685,Bevantolol,C0053532
C0057223,Practolol,C0032896
C3887685,Practolol,C0032896
C0057223,St. John's Wort,C0813171
C0057223,St. John's Wort,C0936242
C3887685,St. John's Wort,C0813171
C3887685,St. John's Wort,C0936242
C1142644,St. John's Wort,C0813171
C1142644,St. John's Wort,C0936242
C3714798,St. John's Wort,C0813171
C3714798,St. John's Wort,C0936242
C0960580,St. John's Wort,C0813171
C0960580,St. John's Wort,C0936242
C0057223,Penbutolol,C0030812
C3887685,Penbutolol,C0030812
C0057223,Yohimbine,C0043420
C0057223,Yohimbine,C0724441
C3887685,Yohimbine,C0043420
C3887685,Yohimbine,C0724441
C1142644,Yohimbine,C0043420
C1142644,Yohimbine,C0724441
C3714798,Yohimbine,C0043420
C3714798,Yohimbine,C0724441
C0057223,Methotrimeprazine,C0025678
C3887685,Methotrimeprazine,C0025678
C0010763,Methotrimeprazine,C0025678
C3887686,Methotrimeprazine,C0025678
C0057223,Tiotropium,C0213771
C0057223,Tiotropium,C1306772
C3887685,Tiotropium,C0213771
C3887685,Tiotropium,C1306772
C1142644,Tiotropium,C0213771
C1142644,Tiotropium,C1306772
C3714798,Tiotropium,C0213771
C3714798,Tiotropium,C1306772
C0057223,Ciclesonide,C0907850
C3887685,Ciclesonide,C0907850
C1142644,Ciclesonide,C0907850
C3714798,Ciclesonide,C0907850
C0057223,Aprindine,C0003639
C3887685,Aprindine,C0003639
C0057223,Midomafetamine,C0115471
C3887685,Midomafetamine,C0115471
C0057223,Ethylmorphine,C0015109
C3887685,Ethylmorphine,C0015109
C1142644,Ethylmorphine,C0015109
C3714798,Ethylmorphine,C0015109
C0534137,Ethylmorphine,C0015109
C1828468,Ethylmorphine,C0015109
C0057223,4-Methoxyamphetamine,C0048451
C3887685,4-Methoxyamphetamine,C0048451
C0057223,Dihydrocodeine,C0058056
C3887685,Dihydrocodeine,C0058056
C1142644,Dihydrocodeine,C0058056
C3714798,Dihydrocodeine,C0058056
C0057223,1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,C4305702
C3887685,1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,C4305702
C0057223,Dextroamphetamine,C0011812
C3887685,Dextroamphetamine,C0011812
C0057223,Metamfetamine,C0025611
C3887685,Metamfetamine,C0025611
C0057223,Oxprenolol,C0030040
C3887685,Oxprenolol,C0030040
C0057223,Everolimus,C0541315
C0057223,Everolimus,C1978468
C0057223,Everolimus,C3683558
C3887685,Everolimus,C0541315
C3887685,Everolimus,C1978468
C3887685,Everolimus,C3683558
C1142644,Everolimus,C0541315
C1142644,Everolimus,C1978468
C1142644,Everolimus,C3683558
C3714798,Everolimus,C0541315
C3714798,Everolimus,C1978468
C3714798,Everolimus,C3683558
C0057223,Solifenacin,C1099677
C3887685,Solifenacin,C1099677
C1142644,Solifenacin,C1099677
C3714798,Solifenacin,C1099677
C0059735,Solifenacin,C1099677
C3252639,Solifenacin,C1099677
C0057223,Hydroxychloroquine,C0020336
C0057223,Hydroxychloroquine,C5575705
C3887685,Hydroxychloroquine,C0020336
C3887685,Hydroxychloroquine,C5575705
C1142644,Hydroxychloroquine,C0020336
C1142644,Hydroxychloroquine,C5575705
C3714798,Hydroxychloroquine,C0020336
C3714798,Hydroxychloroquine,C5575705
C0897385,Hydroxychloroquine,C0020336
C0897385,Hydroxychloroquine,C5575705
C0057223,Pipotiazine,C0031968
C3887685,Pipotiazine,C0031968
C1142644,Pipotiazine,C0031968
C3714798,Pipotiazine,C0031968
C0960580,Pipotiazine,C0031968
C0057223,Zuclopenthixol,C0365725
C0057223,Zuclopenthixol,C0376160
C3887685,Zuclopenthixol,C0365725
C3887685,Zuclopenthixol,C0376160
C1142644,Zuclopenthixol,C0365725
C1142644,Zuclopenthixol,C0376160
C3714798,Zuclopenthixol,C0365725
C3714798,Zuclopenthixol,C0376160
C0057223,Nicotinamide,C0028027
C0057223,Nicotinamide,C1142101
C3887685,Nicotinamide,C0028027
C3887685,Nicotinamide,C1142101
C1142644,Nicotinamide,C0028027
C1142644,Nicotinamide,C1142101
C3714798,Nicotinamide,C0028027
C3714798,Nicotinamide,C1142101
C0010763,Nicotinamide,C0028027
C0010763,Nicotinamide,C1142101
C3887686,Nicotinamide,C0028027
C3887686,Nicotinamide,C1142101
C0057223,Fusidic acid,C0016875
C3887685,Fusidic acid,C0016875
C1142644,Fusidic acid,C0016875
C3714798,Fusidic acid,C0016875
C0057223,Iproniazid,C0022059
C3887685,Iproniazid,C0022059
C0608437,Iproniazid,C0022059
C0057223,Lysergic acid diethylamide,C0024334
C3887685,Lysergic acid diethylamide,C0024334
C1142644,Lysergic acid diethylamide,C0024334
C3714798,Lysergic acid diethylamide,C0024334
C0057223,Debrisoquine,C0011082
C3887685,Debrisoquine,C0011082
C0059735,Debrisoquine,C0011082
C3252639,Debrisoquine,C0011082
C0057223,Tetrabenazine,C0039623
C3887685,Tetrabenazine,C0039623
C0057223,Celiprolol,C0055021
C3887685,Celiprolol,C0055021
C0057223,Dronedarone,C0766326
C3887685,Dronedarone,C0766326
C1142644,Dronedarone,C0766326
C3714798,Dronedarone,C0766326
C0535996,Dronedarone,C0766326
C3714750,Dronedarone,C0766326
C0057223,Nebivolol,C0068475
C3887685,Nebivolol,C0068475
C1142644,Nebivolol,C0068475
C3714798,Nebivolol,C0068475
C0960580,Nebivolol,C0068475
C0057223,Nilotinib,C1721377
C3887685,Nilotinib,C1721377
C0608437,Nilotinib,C1721377
C1142644,Nilotinib,C1721377
C3714798,Nilotinib,C1721377
C0897385,Nilotinib,C1721377
C0534137,Nilotinib,C1721377
C1828468,Nilotinib,C1721377
C0057223,Dapoxetine,C0215087
C3887685,Dapoxetine,C0215087
C1142644,Dapoxetine,C0215087
C3714798,Dapoxetine,C0215087
C0057223,Tesmilifene,C1704341
C3887685,Tesmilifene,C1704341
C1142644,Tesmilifene,C1704341
C3714798,Tesmilifene,C1704341
C0059735,Tesmilifene,C1704341
C3252639,Tesmilifene,C1704341
C0057223,Oritavancin,C1144403
C0057223,Oritavancin,C1641521
C3887685,Oritavancin,C1144403
C3887685,Oritavancin,C1641521
C0608437,Oritavancin,C1144403
C0608437,Oritavancin,C1641521
C1142644,Oritavancin,C1144403
C1142644,Oritavancin,C1641521
C3714798,Oritavancin,C1144403
C3714798,Oritavancin,C1641521
C0960580,Oritavancin,C1144403
C0960580,Oritavancin,C1641521
C0057223,Clevidipine,C0766108
C3887685,Clevidipine,C0766108
C0608437,Clevidipine,C0766108
C1142644,Clevidipine,C0766108
C3714798,Clevidipine,C0766108
C0010763,Clevidipine,C0766108
C3887686,Clevidipine,C0766108
C0960580,Clevidipine,C0766108
C0008429,Clevidipine,C0766108
C0202207,Clevidipine,C0766108
C0364230,Clevidipine,C0766108
C0728810,Clevidipine,C0766108
C4082696,Clevidipine,C0766108
C0057223,Ospemifene,C1313616
C3887685,Ospemifene,C1313616
C0608437,Ospemifene,C1313616
C1142644,Ospemifene,C1313616
C3714798,Ospemifene,C1313616
C0960580,Ospemifene,C1313616
C0534137,Ospemifene,C1313616
C1828468,Ospemifene,C1313616
C0057223,Iloperidone,C0247194
C3887685,Iloperidone,C0247194
C1142644,Iloperidone,C0247194
C3714798,Iloperidone,C0247194
C0010763,Iloperidone,C0247194
C3887686,Iloperidone,C0247194
C0535996,Iloperidone,C0247194
C3714750,Iloperidone,C0247194
C0533212,Iloperidone,C0247194
C0057223,Azimilide,C0252416
C3887685,Azimilide,C0252416
C1142644,Azimilide,C0252416
C3714798,Azimilide,C0252416
C0535996,Azimilide,C0252416
C3714750,Azimilide,C0252416
C0059735,Azimilide,C0252416
C3252639,Azimilide,C0252416
C0057223,Ganaxolone,C0537150
C3887685,Ganaxolone,C0537150
C1142644,Ganaxolone,C0537150
C3714798,Ganaxolone,C0537150
C0960580,Ganaxolone,C0537150
C0535996,Ganaxolone,C0537150
C3714750,Ganaxolone,C0537150
C0534137,Ganaxolone,C0537150
C1828468,Ganaxolone,C0537150
C0057223,Trabectedin,C1311070
C3887685,Trabectedin,C1311070
C0608437,Trabectedin,C1311070
C1142644,Trabectedin,C1311070
C3714798,Trabectedin,C1311070
C0010763,Trabectedin,C1311070
C3887686,Trabectedin,C1311070
C0960580,Trabectedin,C1311070
C0057223,Cobimetinib,C4049146
C3887685,Cobimetinib,C4049146
C1142644,Cobimetinib,C4049146
C3714798,Cobimetinib,C4049146
C0535996,Cobimetinib,C4049146
C3714750,Cobimetinib,C4049146
C0057223,Rotigotine,C1700683
C3887685,Rotigotine,C1700683
C1142644,Rotigotine,C1700683
C3714798,Rotigotine,C1700683
C0960580,Rotigotine,C1700683
C0057223,Pimavanserin,C1722267
C3887685,Pimavanserin,C1722267
C1142644,Pimavanserin,C1722267
C3714798,Pimavanserin,C1722267
C0535996,Pimavanserin,C1722267
C3714750,Pimavanserin,C1722267
C0057223,Sertindole,C0084528
C3887685,Sertindole,C0084528
C1142644,Sertindole,C0084528
C3714798,Sertindole,C0084528
C0057223,Alogliptin,C1958126
C3887685,Alogliptin,C1958126
C1142644,Alogliptin,C1958126
C3714798,Alogliptin,C1958126
C0057223,Tapentadol,C2001271
C0057223,Tapentadol,C3854308
C3887685,Tapentadol,C2001271
C3887685,Tapentadol,C3854308
C0608437,Tapentadol,C2001271
C0608437,Tapentadol,C3854308
C0960580,Tapentadol,C2001271
C0960580,Tapentadol,C3854308
C0057223,Vernakalant,C2001572
C3887685,Vernakalant,C2001572
C0057223,Temsirolimus,C1707080
C3887685,Temsirolimus,C1707080
C1142644,Temsirolimus,C1707080
C3714798,Temsirolimus,C1707080
C0535996,Temsirolimus,C1707080
C3714750,Temsirolimus,C1707080
C0533212,Temsirolimus,C1707080
C0057223,Indisulam,C1099211
C3887685,Indisulam,C1099211
C0608437,Indisulam,C1099211
C1142644,Indisulam,C1099211
C3714798,Indisulam,C1099211
C0010763,Indisulam,C1099211
C3887686,Indisulam,C1099211
C0057223,Oxymetholone,C0030072
C3887685,Oxymetholone,C0030072
C1142644,Oxymetholone,C0030072
C3714798,Oxymetholone,C0030072
C0535996,Oxymetholone,C0030072
C3714750,Oxymetholone,C0030072
C0533212,Oxymetholone,C0030072
C1420395,Oxymetholone,C0030072
C0057223,Repinotan,C2699033
C3887685,Repinotan,C2699033
C0057223,Deramciclane,C0286227
C3887685,Deramciclane,C0286227
C0057223,Panobinostat,C1998098
C3887685,Panobinostat,C1998098
C1142644,Panobinostat,C1998098
C3714798,Panobinostat,C1998098
C0057223,Tafenoquine,C0903411
C3887685,Tafenoquine,C0903411
C1166950,Tafenoquine,C0903411
C0057223,Isavuconazonium,C4018471
C3887685,Isavuconazonium,C4018471
C0608437,Isavuconazonium,C4018471
C1142644,Isavuconazonium,C4018471
C3714798,Isavuconazonium,C4018471
C0960580,Isavuconazonium,C4018471
C0008429,Isavuconazonium,C4018471
C0202207,Isavuconazonium,C4018471
C0364230,Isavuconazonium,C4018471
C0728810,Isavuconazonium,C4018471
C4082696,Isavuconazonium,C4018471
C0535996,Isavuconazonium,C4018471
C3714750,Isavuconazonium,C4018471
C0897385,Isavuconazonium,C4018471
C0534137,Isavuconazonium,C4018471
C1828468,Isavuconazonium,C4018471
C0057223,Esmirtazapine,C2700014
C3887685,Esmirtazapine,C2700014
C0057223,Vilazodone,C1530072
C3887685,Vilazodone,C1530072
C1142644,Vilazodone,C1530072
C3714798,Vilazodone,C1530072
C0960580,Vilazodone,C1530072
C0057223,Mepyramine,C0034282
C3887685,Mepyramine,C0034282
C0057223,Desvenlafaxine,C1880288
C3887685,Desvenlafaxine,C1880288
C1142644,Desvenlafaxine,C1880288
C3714798,Desvenlafaxine,C1880288
C0960580,Desvenlafaxine,C1880288
C0057223,Fesoterodine,C2343853
C3887685,Fesoterodine,C2343853
C1142644,Fesoterodine,C2343853
C3714798,Fesoterodine,C2343853
C0057223,Lumefantrine,C0531104
C3887685,Lumefantrine,C0531104
C1142644,Lumefantrine,C0531104
C3714798,Lumefantrine,C0531104
C0057223,Bufuralol,C0054212
C3887685,Bufuralol,C0054212
C0057223,Sparteine,C0037760
C3887685,Sparteine,C0037760
C0057223,Sulfaphenazole,C0038706
C3887685,Sulfaphenazole,C0038706
C0608437,Sulfaphenazole,C0038706
C0897385,Sulfaphenazole,C0038706
C0534137,Sulfaphenazole,C0038706
C1828468,Sulfaphenazole,C0038706
C0057223,Enclomiphene,C0086213
C3887685,Enclomiphene,C0086213
C0057223,Bopindolol,C0053941
C3887685,Bopindolol,C0053941
C0057223,Bupranolol,C0006403
C3887685,Bupranolol,C0006403
C0057223,Rilpivirine,C1566826
C3887685,Rilpivirine,C1566826
C0608437,Rilpivirine,C1566826
C1142644,Rilpivirine,C1566826
C3714798,Rilpivirine,C1566826
C0010763,Rilpivirine,C1566826
C3887686,Rilpivirine,C1566826
C0960580,Rilpivirine,C1566826
C0897385,Rilpivirine,C1566826
C0534137,Rilpivirine,C1566826
C1828468,Rilpivirine,C1566826
C0057223,Mirabegron,C2983812
C3887685,Mirabegron,C2983812
C1142644,Mirabegron,C2983812
C3714798,Mirabegron,C2983812
C0008429,Mirabegron,C2983812
C0202207,Mirabegron,C2983812
C0364230,Mirabegron,C2983812
C0728810,Mirabegron,C2983812
C4082696,Mirabegron,C2983812
C0057223,Ponatinib,C2987417
C3887685,Ponatinib,C2987417
C1142644,Ponatinib,C2987417
C3714798,Ponatinib,C2987417
C0535996,Ponatinib,C2987417
C3714750,Ponatinib,C2987417
C0897385,Ponatinib,C2987417
C0057223,Glycerol phenylbutyrate,C3490329
C3887685,Glycerol phenylbutyrate,C3490329
C1142644,Glycerol phenylbutyrate,C3490329
C3714798,Glycerol phenylbutyrate,C3490329
C0057223,Levomilnacipran,C3541367
C3887685,Levomilnacipran,C3541367
C1142644,Levomilnacipran,C3541367
C3714798,Levomilnacipran,C3541367
C0960580,Levomilnacipran,C3541367
C0897385,Levomilnacipran,C3541367
C0057223,Perospirone,C0084572
C3887685,Perospirone,C0084572
C1142644,Perospirone,C0084572
C3714798,Perospirone,C0084572
C0059735,Perospirone,C0084572
C3252639,Perospirone,C0084572
C0897385,Perospirone,C0084572
C0057223,Indenolol,C0063460
C3887685,Indenolol,C0063460
C0057223,Befunolol,C0053071
C3887685,Befunolol,C0053071
C0057223,Eliglustat,C3272698
C3887685,Eliglustat,C3272698
C1142644,Eliglustat,C3272698
C3714798,Eliglustat,C3272698
C0057223,Netupitant,C1700730
C3887685,Netupitant,C1700730
C0608437,Netupitant,C1700730
C1142644,Netupitant,C1700730
C3714798,Netupitant,C1700730
C0057223,Naloxegol,C3700399
C3887685,Naloxegol,C3700399
C1142644,Naloxegol,C3700399
C3714798,Naloxegol,C3700399
C0960580,Naloxegol,C3700399
C0057223,Ibrutinib,C3501358
C3887685,Ibrutinib,C3501358
C1142644,Ibrutinib,C3501358
C3714798,Ibrutinib,C3501358
C0535996,Ibrutinib,C3501358
C3714750,Ibrutinib,C3501358
C0057223,Cobicistat,C3177235
C3887685,Cobicistat,C3177235
C1142644,Cobicistat,C3177235
C3714798,Cobicistat,C3177235
C0535996,Cobicistat,C3177235
C3714750,Cobicistat,C3177235
C0533212,Cobicistat,C3177235
C0057223,Vortioxetine,C3661282
C3887685,Vortioxetine,C3661282
C0608437,Vortioxetine,C3661282
C1142644,Vortioxetine,C3661282
C3714798,Vortioxetine,C3661282
C0960580,Vortioxetine,C3661282
C0535996,Vortioxetine,C3661282
C3714750,Vortioxetine,C3661282
C0897385,Vortioxetine,C3661282
C3884187,Vortioxetine,C3661282
