drugbank_id,name,enzy
DB00763,Methimazole,P33261
DB00763,Methimazole,P11712
DB00763,Methimazole,P10635
DB00763,Methimazole,P05181
DB00763,Methimazole,P08684
DB00764,Mometasone,P10632
DB00764,Mometasone,P08684
DB00764,Mometasone,P20815
DB00768,Olopatadine,P08684
DB00768,Olopatadine,Q01740
DB00768,Olopatadine,P31513
DB00769,Hydrocortamate,P08684
DB00770,Alprostadil,P15428
DB00772,Malathion,P05177
DB00772,Malathion,P20813
DB00773,Etoposide,P22309
DB00773,Etoposide,P08684
DB00773,Etoposide,P20815
DB00773,Etoposide,P05164
DB00773,Etoposide,P05177
DB00773,Etoposide,P05181
DB00773,Etoposide,P30711
DB00773,Etoposide,P09211
DB00773,Etoposide,P35354
DB00773,Etoposide,P23219
DB00776,Oxcarbazepine,Q04828
DB00776,Oxcarbazepine,P52895
DB00776,Oxcarbazepine,P42330
DB00776,Oxcarbazepine,P17516
DB00776,Oxcarbazepine,P16152
DB00776,Oxcarbazepine,O75828
DB00776,Oxcarbazepine,P33261
DB00776,Oxcarbazepine,P08684
DB00776,Oxcarbazepine,P20815
DB00778,Roxithromycin,P20813
DB00778,Roxithromycin,P08684
DB00779,Nalidixic acid,P48775
DB00779,Nalidixic acid,P05177
DB00784,Mefenamic acid,P11712
DB00784,Mefenamic acid,P05177
DB00784,Mefenamic acid,O60656
DB00784,Mefenamic acid,P16662
DB00784,Mefenamic acid,P10632
DB00788,Naproxen,P11712
DB00788,Naproxen,P10632
DB00788,Naproxen,P05177
DB00788,Naproxen,P50225
DB00788,Naproxen,P49888
DB00788,Naproxen,O43704
DB00788,Naproxen,P22309
DB00788,Naproxen,P35503
DB00788,Naproxen,P19224
DB00788,Naproxen,Q9HAW7
DB00788,Naproxen,O60656
DB00788,Naproxen,Q9HAW8
DB00788,Naproxen,P16662
DB00788,Naproxen,Q9HAW9
DB00790,Perindopril,P06276
DB00792,Tripelennamine,P10635
DB00795,Sulfasalazine,P18440
DB00796,Candesartan cilexetil,P11712
DB00796,Candesartan cilexetil,P35503
DB00796,Candesartan cilexetil,P23219
DB00796,Candesartan cilexetil,P10632
DB00799,Tazarotene,P10632
DB00802,Alfentanil,P08684
DB00802,Alfentanil,P20815
DB00802,Alfentanil,P24462
DB00805,Minaprine,P10635
DB00806,Pentoxifylline,P05177
DB00808,Indapamide,P08684
DB00808,Indapamide,P07099
DB00810,Biperiden,P10635
DB00811,Ribavirin,P49902
DB00811,Ribavirin,P55263
DB00812,Phenylbutazone,P08684
DB00812,Phenylbutazone,P11712
DB00813,Fentanyl,P08684
DB00813,Fentanyl,P24462
DB00814,Meloxicam,P08684
DB00814,Meloxicam,P11712
DB00814,Meloxicam,P52209
DB00814,Meloxicam,P10632
DB00817,Rosoxacin,P05177
DB00818,Propofol,P20813
DB00818,Propofol,P11712
DB00818,Propofol,P05177
DB00818,Propofol,P11509
DB00818,Propofol,P10632
DB00818,Propofol,P33261
DB00818,Propofol,P10635
DB00818,Propofol,Q9HAW9
DB00818,Propofol,O60656
DB00818,Propofol,P22309
DB00818,Propofol,O00519
DB00818,Propofol,P05181
DB00818,Propofol,Q16678
DB00818,Propofol,P04798
DB00818,Propofol,P33260
DB00818,Propofol,P19224
DB00819,Acetazolamide,P08684
DB00820,Tadalafil,P08684
DB00822,Disulfiram,P08684
DB00822,Disulfiram,P20815
DB00822,Disulfiram,P05181
DB00823,Ethynodiol diacetate,P08684
DB00825,Levomenthol,P11509
DB00825,Levomenthol,P08684
DB00827,Cinoxacin,P05177
DB00829,Diazepam,P11712
DB00829,Diazepam,P20813
DB00829,Diazepam,P33261
DB00829,Diazepam,P20815
DB00829,Diazepam,P08684
DB00829,Diazepam,P23219
DB00829,Diazepam,P05177
DB00829,Diazepam,P24462
DB00829,Diazepam,P33260
DB00829,Diazepam,P10632
DB00831,Trifluoperazine,P47989
DB00831,Trifluoperazine,P22310
DB00831,Trifluoperazine,P05177
DB00833,Cefaclor,P05164
DB00834,Mifepristone,P08684
DB00834,Mifepristone,P10635
DB00834,Mifepristone,P10632
DB00834,Mifepristone,P11712
DB00834,Mifepristone,P20815
DB00836,Loperamide,P08684
DB00836,Loperamide,P10635
DB00836,Loperamide,P10632
DB00836,Loperamide,P20813
DB00839,Tolazamide,P11712
DB00841,Dobutamine,P21964
DB00842,Oxazepam,P54855
DB00842,Oxazepam,P16662
DB00842,Oxazepam,O60656
DB00843,Donepezil,P10635
DB00843,Donepezil,P08684
DB00843,Donepezil,P11712
DB00845,Clofazimine,P08684
DB00845,Clofazimine,P20815
DB00845,Clofazimine,P10632
DB00845,Clofazimine,P10635
DB00846,Flurandrenolide,P08684
DB00847,Cysteamine,P05164
DB00849,Methylphenobarbital,P33261
DB00849,Methylphenobarbital,P20813
DB00850,Perphenazine,P05177
DB00850,Perphenazine,P08684
DB00850,Perphenazine,P11712
DB00850,Perphenazine,P33261
DB00850,Perphenazine,P10635
DB00850,Perphenazine,P33260
DB00850,Perphenazine,P10632
DB00851,Dacarbazine,P04798
DB00851,Dacarbazine,P05177
DB00851,Dacarbazine,P05181
DB00852,Pseudoephedrine,P21397
DB00856,Chlorphenesin,P11511
DB00856,Chlorphenesin,P08684
DB00856,Chlorphenesin,P47989
DB00856,Chlorphenesin,P35354
DB00856,Chlorphenesin,P06276
DB00857,Terbinafine,P05177
DB00857,Terbinafine,P11712
DB00857,Terbinafine,P20813
DB00857,Terbinafine,P10632
DB00857,Terbinafine,P33261
DB00857,Terbinafine,P08684
DB00857,Terbinafine,P23219
DB00857,Terbinafine,P10635
DB00858,Drostanolone,P11511
DB00860,Prednisolone,P08684
DB00861,Diflunisal,Q9HAW9
DB00861,Diflunisal,O60656
DB00862,Vardenafil,P08684
DB00862,Vardenafil,P20815
DB00862,Vardenafil,P11712
DB00862,Vardenafil,P10632
DB00862,Vardenafil,P33261
DB00862,Vardenafil,P10635
DB00863,Ranitidine,P08684
DB00863,Ranitidine,P22303
DB00863,Ranitidine,P05177
DB00863,Ranitidine,P10635
DB00864,Tacrolimus,P08684
DB00864,Tacrolimus,P20815
DB00865,Benzphetamine,P08684
DB00865,Benzphetamine,P20813
DB00865,Benzphetamine,P16435
DB00866,Alprenolol,P10635
DB00868,Benzonatate,P06276
DB00869,Dorzolamide,P05183
DB00869,Dorzolamide,P00176
DB00869,Dorzolamide,P05181
DB00869,Dorzolamide,P11712
DB00870,Suprofen,P11712
DB00870,Suprofen,P22309
DB00870,Suprofen,P16662
DB00872,Conivaptan,P08684
DB14596,Loteprednol etabonate,P27169
DB14596,Loteprednol etabonate,P08684
DB00875,Flupentixol,P23141
DB00875,Flupentixol,P20711
DB00877,Sirolimus,P08684
DB00877,Sirolimus,P20815
DB00877,Sirolimus,P24462
DB00879,Emtricitabine,P27707
DB00881,Quinapril,P23141
DB00882,Clomifene,P05093
DB00883,Isosorbide dinitrate,P05181
DB00884,Risedronic acid,P35354
DB00887,Bumetanide,P35354
DB00888,Mechlorethamine,P06276
DB00889,Granisetron,P08684
DB00889,Granisetron,P04798
DB00891,Sulfapyridine,P11712
DB00892,Oxybuprocaine,P06276
DB00896,Rimexolone,P08684
DB00896,Rimexolone,P20815
DB00897,Triazolam,P08684
DB00897,Triazolam,P24462
DB00897,Triazolam,P10632
DB00897,Triazolam,P20815
DB00898,Ethanol,P05181
DB00898,Ethanol,P04798
DB00898,Ethanol,P05177
DB00898,Ethanol,P20813
DB00898,Ethanol,P11712
DB00898,Ethanol,P33261
DB00898,Ethanol,P08684
DB00898,Ethanol,Q02928
DB00898,Ethanol,P07327
DB00898,Ethanol,P00325
DB00898,Ethanol,P00326
DB00898,Ethanol,P11766
DB00898,Ethanol,P08319
DB00898,Ethanol,P40394
DB00898,Ethanol,P28332
DB00898,Ethanol,P14550
DB00903,Etacrynic acid,P09210
DB00904,Ondansetron,P08684
DB00904,Ondansetron,P10635
DB00904,Ondansetron,P05177
DB00904,Ondansetron,P20815
DB00904,Ondansetron,P24462
DB00904,Ondansetron,P11712
DB00904,Ondansetron,P05181
DB00905,Bimatoprost,P08684
DB00905,Bimatoprost,P20815
DB00906,Tiagabine,P22309
DB00906,Tiagabine,P08684
DB00907,Cocaine,P08684
DB00907,Cocaine,P10635
DB00907,Cocaine,P10632
DB00907,Cocaine,P06276
DB00907,Cocaine,P23141
DB00908,Quinidine,P08684
DB00908,Quinidine,P11712
DB00908,Quinidine,P05181
DB00908,Quinidine,P24462
DB00908,Quinidine,P10635
DB00908,Quinidine,P05177
DB00908,Quinidine,P04798
DB00908,Quinidine,P20813
DB00908,Quinidine,P10632
DB00909,Zonisamide,P08684
DB00909,Zonisamide,P20815
DB00909,Zonisamide,P33261
DB00909,Zonisamide,P22309
DB00909,Zonisamide,Q06278
DB00910,Paricalcitol,Q07973
DB00910,Paricalcitol,P08684
DB00910,Paricalcitol,P22310
DB00911,Tinidazole,P08684
DB00912,Repaglinide,P10632
DB00912,Repaglinide,P08684
DB00914,Phenformin,P10635
DB00915,Amantadine,P20711
DB00915,Amantadine,P27338
DB00916,Metronidazole,P08684
DB00916,Metronidazole,P11509
DB00916,Metronidazole,P20815
DB00916,Metronidazole,P24462
DB00916,Metronidazole,P10632
DB00916,Metronidazole,P22309
DB00916,Metronidazole,P11712
DB00918,Almotriptan,P10635
DB00918,Almotriptan,P08684
DB00918,Almotriptan,P05177
DB00918,Almotriptan,P33261
DB00918,Almotriptan,P05181
DB00918,Almotriptan,P10632
DB00918,Almotriptan,P21397
DB00918,Almotriptan,P31513
DB00920,Ketotifen,P35503
DB00920,Ketotifen,P22310
DB00920,Ketotifen,P36537
DB00921,Buprenorphine,P11712
DB00921,Buprenorphine,P20815
DB00921,Buprenorphine,P10632
DB00921,Buprenorphine,P08684
DB00921,Buprenorphine,P24462
DB00921,Buprenorphine,O60656
DB00921,Buprenorphine,P10635
DB00921,Buprenorphine,P33260
DB00921,Buprenorphine,P33261
DB00924,Cyclobenzaprine,P22310
DB00924,Cyclobenzaprine,P36537
DB00924,Cyclobenzaprine,P05177
DB00924,Cyclobenzaprine,P10635
DB00924,Cyclobenzaprine,P08684
DB00926,Etretinate,P11511
DB00927,Famotidine,P05177
DB00928,Azacitidine,P32320
DB00932,Tipranavir,P33261
DB00932,Tipranavir,P22309
DB00932,Tipranavir,P08684
DB00932,Tipranavir,P10635
DB00933,Mesoridazine,P10635
DB00934,Maprotiline,P10635
DB00934,Maprotiline,P05177
DB00935,Oxymetazoline,O60656
DB00935,Oxymetazoline,P33261
DB00936,Salicylic acid,P11712
DB00938,Salmeterol,P08684
DB00938,Salmeterol,P20815
DB00938,Salmeterol,P24462
DB00938,Salmeterol,P10632
DB00940,Methantheline,P22303
DB00943,Zalcitabine,P27707
DB00945,Acetylsalicylic acid,P19224
DB00945,Acetylsalicylic acid,Q6LAP9
DB00945,Acetylsalicylic acid,P11712
DB00945,Acetylsalicylic acid,P38135
DB00945,Acetylsalicylic acid,P33261
DB00945,Acetylsalicylic acid,P11245
DB00946,Phenprocoumon,P11712
DB00946,Phenprocoumon,P10632
DB00946,Phenprocoumon,P08684
DB00947,Fulvestrant,P08684
DB00947,Fulvestrant,P22309
DB00949,Felbamate,P33261
DB00949,Felbamate,P24462
DB00949,Felbamate,P05181
DB00949,Felbamate,P07327
DB00949,Felbamate,P30838
DB00949,Felbamate,P11712
DB00949,Felbamate,P08684
DB00951,Isoniazid,P11245
DB00951,Isoniazid,P9WJI5
DB00951,Isoniazid,P11509
DB00951,Isoniazid,P10632
DB00951,Isoniazid,P05181
DB00951,Isoniazid,P05177
DB00951,Isoniazid,P11712
DB00951,Isoniazid,P10635
DB00951,Isoniazid,P33261
DB00951,Isoniazid,P08684
DB00952,Naratriptan,P21397
DB00953,Rizatriptan,P21397
DB00953,Rizatriptan,P10635
DB00954,Dirithromycin,P08684
DB00956,Hydrocodone,P10635
DB00956,Hydrocodone,P20813
DB00956,Hydrocodone,P33261
DB00956,Hydrocodone,P08684
DB00957,Norgestimate,P22309
DB00957,Norgestimate,P08684
DB00957,Norgestimate,P20813
DB00957,Norgestimate,P11712
DB00958,Carboplatin,P47989
DB00958,Carboplatin,P05164
DB00958,Carboplatin,P30711
DB00958,Carboplatin,P04731
DB00958,Carboplatin,P02795
DB00958,Carboplatin,P00441
DB00958,Carboplatin,P09211
DB00958,Carboplatin,P09488
DB00958,Carboplatin,P15559
DB00962,Zaleplon,P08684
DB00962,Zaleplon,P20815
DB00962,Zaleplon,P24462
DB00962,Zaleplon,Q06278
DB00963,Bromfenac,P35354
DB00966,Telmisartan,P33261
DB00966,Telmisartan,P35503
DB00969,Alosetron,P05177
DB00969,Alosetron,P08684
DB00969,Alosetron,P11712
DB00969,Alosetron,P05181
DB00972,Azelastine,P08684
DB00972,Azelastine,P10635
DB00972,Azelastine,P05177
DB00972,Azelastine,P33261
DB00972,Azelastine,P04798
DB00972,Azelastine,P20815
DB00972,Azelastine,P11712
DB00972,Azelastine,P10632
DB00972,Azelastine,P11509
DB00972,Azelastine,P05181
DB00972,Azelastine,P20813
DB00973,Ezetimibe,P22309
DB00973,Ezetimibe,P35503
DB00973,Ezetimibe,P54855
DB00973,Ezetimibe,P16662
DB00973,Ezetimibe,P08684
DB00973,Ezetimibe,P10632
DB00974,Edetic acid,P00813
DB00974,Edetic acid,Q15166
DB00974,Edetic acid,P11511
DB00976,Telithromycin,P08684
DB00977,Ethinylestradiol,P22309
DB00977,Ethinylestradiol,P35503
DB00977,Ethinylestradiol,O60656
DB00977,Ethinylestradiol,P16662
DB00977,Ethinylestradiol,P22310
DB00977,Ethinylestradiol,P08684
DB00977,Ethinylestradiol,P10632
DB00977,Ethinylestradiol,P11712
DB00977,Ethinylestradiol,P05177
DB00977,Ethinylestradiol,P20815
DB00977,Ethinylestradiol,P49888
DB00977,Ethinylestradiol,P0DMM9
DB00977,Ethinylestradiol,P21964
DB00977,Ethinylestradiol,P33261
DB00978,Lomefloxacin,P05177
DB00979,Cyclopentolate,P06276
DB00980,Ramelteon,P33261
DB00980,Ramelteon,P08684
DB00980,Ramelteon,P11712
DB00980,Ramelteon,P05177
DB00982,Isotretinoin,P08684
DB00983,Formoterol,P10635
DB00983,Formoterol,P33261
DB00983,Formoterol,P11712
DB00983,Formoterol,P11509
DB00983,Formoterol,P22309
DB00983,Formoterol,Q9HAW9
DB00983,Formoterol,O60656
DB00983,Formoterol,P16662
DB00983,Formoterol,P54855
DB00985,Dimenhydrinate,P22309
DB00985,Dimenhydrinate,P10635
DB00985,Dimenhydrinate,P05177
DB00985,Dimenhydrinate,P11712
DB00985,Dimenhydrinate,P33261
DB00986,Glycopyrronium,P10635
DB00986,Glycopyrronium,P05177
DB00986,Glycopyrronium,P20813
DB00986,Glycopyrronium,P11712
DB00986,Glycopyrronium,P33260
DB00986,Glycopyrronium,P33261
DB00986,Glycopyrronium,P08684
DB00987,Cytarabine,P08684
DB00987,Cytarabine,P27707
DB00987,Cytarabine,P21589
DB00987,Cytarabine,P32321
DB00987,Cytarabine,P32320
DB00988,Dopamine,P09172
DB00988,Dopamine,P21397
DB00988,Dopamine,P27338
DB00988,Dopamine,P21964
DB00990,Exemestane,P11511
DB00990,Exemestane,P08684
DB00993,Azathioprine,P09488
DB00993,Azathioprine,P08263
DB00993,Azathioprine,P09210
DB00993,Azathioprine,P47989
DB00993,Azathioprine,P51580
DB00993,Azathioprine,P00492
DB00993,Azathioprine,P20839
DB00993,Azathioprine,P12268
DB00993,Azathioprine,P49915
DB00993,Azathioprine,Q9BY32
DB00993,Azathioprine,Q9NV35
DB00993,Azathioprine,P05177
DB00996,Gabapentin,P54687
DB00997,Doxorubicin,O75306
DB00997,Doxorubicin,O75489
DB00997,Doxorubicin,O75251
DB00997,Doxorubicin,P29474
DB00997,Doxorubicin,P35228
DB00997,Doxorubicin,P29475
DB00997,Doxorubicin,P47989
DB00997,Doxorubicin,P15559
DB00997,Doxorubicin,P16435
DB00997,Doxorubicin,P16152
DB00997,Doxorubicin,O75828
DB00997,Doxorubicin,P42330
DB00997,Doxorubicin,P14550
DB00997,Doxorubicin,P15121
DB00997,Doxorubicin,P17516
DB00997,Doxorubicin,O60218
DB00997,Doxorubicin,Q16678
DB00997,Doxorubicin,P20813
DB00997,Doxorubicin,P10635
DB00997,Doxorubicin,P08684
DB00998,Frovatriptan,P05177
DB01001,Salbutamol,P08684
DB01002,Levobupivacaine,P08684
DB01002,Levobupivacaine,P05177
DB01005,Hydroxyurea,P41020
DB01006,Letrozole,P11509
DB01006,Letrozole,P08684
DB01006,Letrozole,P16662
DB01006,Letrozole,P33261
DB01006,Letrozole,P11511
DB01007,Tioconazole,P11511
DB01007,Tioconazole,P33261
DB01007,Tioconazole,P05181
DB01007,Tioconazole,P08684
DB01008,Busulfan,P09488
DB01008,Busulfan,P09211
DB01008,Busulfan,Q99735
DB01008,Busulfan,P08684
DB01008,Busulfan,P09210
DB01008,Busulfan,P08263
DB01009,Ketoprofen,P11712
DB01009,Ketoprofen,P10632
DB01009,Ketoprofen,P22309
DB01011,Metyrapone,P15538
DB01011,Metyrapone,P05181
DB01011,Metyrapone,P19099
DB01011,Metyrapone,P11509
DB01011,Metyrapone,P08684
DB01012,Cinacalcet,P08684
DB01012,Cinacalcet,P10635
DB01012,Cinacalcet,P05177
DB01013,Clobetasol propionate,P08684
DB01013,Clobetasol propionate,P20815
DB01014,Balsalazide,Q9FAW5
DB01015,Sulfamethoxazole,P18440
DB01015,Sulfamethoxazole,P11245
DB01015,Sulfamethoxazole,P11712
DB01015,Sulfamethoxazole,P08684
DB01016,Glyburide,P08684
DB01016,Glyburide,P11712
DB01016,Glyburide,P33261
DB01016,Glyburide,P24462
DB01016,Glyburide,P20815
DB01018,Guanfacine,P08684
DB01018,Guanfacine,P33261
DB01020,Isosorbide mononitrate,P08684
DB01020,Isosorbide mononitrate,P09488
DB01020,Isosorbide mononitrate,P47989
DB01020,Isosorbide mononitrate,P11766
DB01021,Trichlormethiazide,P51580
DB01022,Phylloquinone,P78329
DB01022,Phylloquinone,Q9Y5Z9
DB01022,Phylloquinone,Q9BQB6
DB01023,Felodipine,P08684
DB01023,Felodipine,P20815
DB01023,Felodipine,P24462
DB01023,Felodipine,P10632
DB01023,Felodipine,P11712
DB01023,Felodipine,P10635
DB01024,Mycophenolic acid,P10632
DB01024,Mycophenolic acid,P08684
DB01024,Mycophenolic acid,P20815
DB01024,Mycophenolic acid,Q9HAW9
DB01024,Mycophenolic acid,Q9HAW8
DB01024,Mycophenolic acid,O60656
DB01024,Mycophenolic acid,Q9HAW7
DB01024,Mycophenolic acid,P22309
DB01024,Mycophenolic acid,P16662
DB01024,Mycophenolic acid,P19224
DB01026,Ketoconazole,P08684
DB01026,Ketoconazole,P10635
DB01026,Ketoconazole,P20815
DB01026,Ketoconazole,P33261
DB01026,Ketoconazole,P04798
DB01026,Ketoconazole,P05177
DB01026,Ketoconazole,P11509
DB01026,Ketoconazole,Q16678
DB01026,Ketoconazole,P20813
DB01026,Ketoconazole,P10632
DB01026,Ketoconazole,P11712
DB01026,Ketoconazole,P15538
DB01026,Ketoconazole,P22309
DB01026,Ketoconazole,Q9HAW7
DB01026,Ketoconazole,P16662
DB01026,Ketoconazole,Q9HCS2
DB01026,Ketoconazole,P11511
DB01026,Ketoconazole,P78329
DB01028,Methoxyflurane,P05177
DB01028,Methoxyflurane,P11509
DB01028,Methoxyflurane,P20813
DB01028,Methoxyflurane,P11712
DB01028,Methoxyflurane,P10635
DB01028,Methoxyflurane,P08684
DB01028,Methoxyflurane,P05181
DB01029,Irbesartan,P23219
DB01029,Irbesartan,P11712
DB01029,Irbesartan,P35503
DB01029,Irbesartan,P08684
DB01029,Irbesartan,P10632
DB01032,Probenecid,P10632
DB01032,Probenecid,P08684
DB01032,Probenecid,P22309
DB01032,Probenecid,P11712
DB01033,Mercaptopurine,P00492
DB01033,Mercaptopurine,Q06278
DB01033,Mercaptopurine,P47989
DB01033,Mercaptopurine,P51580
DB01033,Mercaptopurine,P49915
DB01033,Mercaptopurine,P55263
DB01035,Procainamide,P10635
DB01035,Procainamide,P06276
DB01036,Tolterodine,P11712
DB01036,Tolterodine,P33261
DB01036,Tolterodine,P08684
DB01036,Tolterodine,P10635
DB01037,Selegiline,P20813
DB01037,Selegiline,P33261
DB01037,Selegiline,P10635
DB01037,Selegiline,P05177
DB01037,Selegiline,P11712
DB01037,Selegiline,P08684
DB01037,Selegiline,P11509
DB01037,Selegiline,P10632
DB01039,Fenofibrate,P23141
DB01039,Fenofibrate,O60656
DB01039,Fenofibrate,P16152
DB01039,Fenofibrate,Q04828
DB01039,Fenofibrate,P52895
DB01039,Fenofibrate,P42330
DB01039,Fenofibrate,P15121
DB01039,Fenofibrate,P10632
DB01039,Fenofibrate,P33261
DB01039,Fenofibrate,P11509
DB01039,Fenofibrate,P11712
DB01041,Thalidomide,P33261
DB01041,Thalidomide,P04798
DB01041,Thalidomide,P05177
DB01041,Thalidomide,P05181
DB01041,Thalidomide,P11712
DB01041,Thalidomide,P20813
DB01041,Thalidomide,P08684
DB01041,Thalidomide,P20815
DB01041,Thalidomide,P23219
DB01041,Thalidomide,P35354
DB01043,Memantine,P11509
DB01043,Memantine,P33261
DB01043,Memantine,P20813
DB01044,Gatifloxacin,P05177
DB01045,Rifampicin,P11509
DB01045,Rifampicin,P05181
DB01045,Rifampicin,Q9HB55
DB01045,Rifampicin,P24462
DB01045,Rifampicin,O60656
DB01045,Rifampicin,P20815
DB01045,Rifampicin,P08684
DB01045,Rifampicin,P05177
DB01045,Rifampicin,P10632
DB01045,Rifampicin,P22309
DB01045,Rifampicin,P11712
DB01045,Rifampicin,P20813
DB01045,Rifampicin,P33261
DB01046,Lubiprostone,P16152
DB01047,Fluocinonide,P08684
DB01047,Fluocinonide,P20815
DB01048,Abacavir,P55263
DB01048,Abacavir,P28332
DB01048,Abacavir,P22309
DB01049,Ergoloid mesylate,P08684
DB01050,Ibuprofen,P22309
DB01050,Ibuprofen,P35503
DB01050,Ibuprofen,O60656
DB01050,Ibuprofen,P06133
DB01050,Ibuprofen,P16662
DB01050,Ibuprofen,P10632
DB01050,Ibuprofen,P11712
DB01050,Ibuprofen,P33261
DB01050,Ibuprofen,P08684
DB01050,Ibuprofen,D6RB81
DB01053,Benzylpenicillin,P62593
DB01054,Nitrendipine,P08684
DB01054,Nitrendipine,P20815
DB01054,Nitrendipine,P24462
DB01056,Tocainide,P05177
DB01058,Praziquantel,P05177
DB01058,Praziquantel,P33261
DB01058,Praziquantel,Q9HB55
DB01058,Praziquantel,P20815
DB01058,Praziquantel,P24462
DB01058,Praziquantel,P08684
DB01059,Norfloxacin,P05177
DB01059,Norfloxacin,P04798
DB01059,Norfloxacin,P08684
DB01059,Norfloxacin,P24462
DB01060,Amoxicillin,P10632
DB01060,Amoxicillin,P04190
DB01062,Oxybutynin,P08684
DB01062,Oxybutynin,P10632
DB01062,Oxybutynin,P10635
DB01062,Oxybutynin,P20815
DB01064,Isoprenaline,P21964
DB01064,Isoprenaline,P04798
DB01064,Isoprenaline,Q16678
DB01064,Isoprenaline,P06276
DB01065,Melatonin,P05177
DB01065,Melatonin,P04798
DB01065,Melatonin,P33261
DB01065,Melatonin,P22309
DB01065,Melatonin,Q16678
DB01065,Melatonin,P11712
DB01065,Melatonin,P46597
DB01065,Melatonin,P14902
DB01065,Melatonin,P05164
DB01065,Melatonin,P11511
DB01067,Glipizide,P11712
DB01067,Glipizide,P22309
DB01068,Clonazepam,P08684
DB01068,Clonazepam,P11245
DB01068,Clonazepam,P05181
DB01069,Promethazine,P11712
DB01069,Promethazine,P10635
DB01069,Promethazine,P20813
DB01071,Mequitazine,P08684
DB01071,Mequitazine,P10635
DB01072,Atazanavir,P08684
DB01072,Atazanavir,P11712
DB01072,Atazanavir,P22309
DB01072,Atazanavir,P10632
DB01072,Atazanavir,P05177
DB01072,Atazanavir,P20815
DB01072,Atazanavir,P24462
DB01074,Perhexiline,P10635
DB01074,Perhexiline,P20813
DB01074,Perhexiline,P08684
DB01075,Diphenhydramine,P11712
DB01075,Diphenhydramine,P33261
DB01075,Diphenhydramine,P05177
DB01075,Diphenhydramine,P10635
DB01075,Diphenhydramine,P23219
DB01076,Atorvastatin,P08684
DB01076,Atorvastatin,P20815
DB01076,Atorvastatin,P22309
DB01076,Atorvastatin,P35503
DB01076,Atorvastatin,P24462
DB01076,Atorvastatin,P10632
DB01076,Atorvastatin,P10635
DB01076,Atorvastatin,P11712
DB01076,Atorvastatin,P33261
DB01076,Atorvastatin,P20813
DB01079,Tegaserod,P05177
DB01079,Tegaserod,P10632
DB01079,Tegaserod,P10635
DB01079,Tegaserod,P05181
DB01080,Vigabatrin,P11712
DB01083,Orlistat,P08684
DB01083,Orlistat,P47712
DB01083,Orlistat,P49327
DB01085,Pilocarpine,P11509
DB01085,Pilocarpine,P27169
DB01085,Pilocarpine,P08684
DB01086,Benzocaine,P05177
DB01086,Benzocaine,P20813
DB01086,Benzocaine,P33261
DB01086,Benzocaine,P10635
DB01086,Benzocaine,P05181
DB01086,Benzocaine,P23141
DB01087,Primaquine,P08684
DB01087,Primaquine,P05177
DB01087,Primaquine,P10635
DB01087,Primaquine,P04798
DB01087,Primaquine,Q16678
DB01093,Dimethyl sulfoxide,P33261
DB01093,Dimethyl sulfoxide,P10635
DB01093,Dimethyl sulfoxide,P08684
DB01094,Hesperetin,P05177
DB01095,Fluvastatin,P11712
DB01095,Fluvastatin,P10632
DB01095,Fluvastatin,P10635
DB01095,Fluvastatin,P08684
DB01095,Fluvastatin,P04798
DB01095,Fluvastatin,P20815
DB01095,Fluvastatin,P33261
DB01095,Fluvastatin,P22309
DB01095,Fluvastatin,P35503
DB01095,Fluvastatin,P16662
DB01095,Fluvastatin,P20813
DB01096,Oxamniquine,P10635
DB01097,Leflunomide,P05177
DB01097,Leflunomide,P11712
DB01098,Rosuvastatin,P11712
DB01098,Rosuvastatin,P33261
DB01100,Pimozide,P10635
DB01100,Pimozide,P08684
DB01100,Pimozide,P05177
DB01100,Pimozide,P20815
DB01100,Pimozide,P24462
DB01101,Capecitabine,P23141
DB01101,Capecitabine,P32320
DB01101,Capecitabine,P19971
DB01101,Capecitabine,Q16831
DB01101,Capecitabine,O95045
DB01101,Capecitabine,Q12882
DB01101,Capecitabine,P11172
DB01101,Capecitabine,Q06203
DB01101,Capecitabine,Q16555
DB01101,Capecitabine,P06478
DB01101,Capecitabine,P30085
DB01101,Capecitabine,Q9NWZ5
DB01101,Capecitabine,Q9BZX2
DB01101,Capecitabine,Q9UBR1
DB01101,Capecitabine,P23919
DB01101,Capecitabine,P15531
DB01101,Capecitabine,P23921
DB01101,Capecitabine,P31350
DB01101,Capecitabine,O60656
DB01101,Capecitabine,P33316
DB01101,Capecitabine,P11712
DB01103,Quinacrine,P08684
DB01103,Quinacrine,P20815
DB01103,Quinacrine,P50135
DB01104,Sertraline,P08684
DB01104,Sertraline,P10635
DB01104,Sertraline,P11712
DB01104,Sertraline,P33261
DB01104,Sertraline,P20813
DB01104,Sertraline,P27338
DB01104,Sertraline,P21397
DB01104,Sertraline,P05181
DB01104,Sertraline,Q14097
DB01105,Sibutramine,P08684
DB01109,Heparin,Q9Y251
DB01110,Miconazole,P11712
DB01110,Miconazole,P33261
DB01110,Miconazole,P11509
DB01110,Miconazole,P05181
DB01110,Miconazole,P08684
DB01110,Miconazole,P20813
DB01110,Miconazole,P10635
DB01110,Miconazole,P10632
DB01110,Miconazole,P15538
DB01110,Miconazole,Q16850
DB01110,Miconazole,P11511
DB01114,Chlorpheniramine,P08684
DB01114,Chlorpheniramine,P10635
DB01114,Chlorpheniramine,P20815
DB01114,Chlorpheniramine,P24462
DB01115,Nifedipine,P08684
DB01115,Nifedipine,P10635
DB01115,Nifedipine,P05177
